Embalse,Agua embalsada (08-04-2024):hm3,Variacion semana Anterior:hm3,Capacidad:hm3,Misma Semana (2023):hm3,Misma Semana (Med. 10 Años):hm3,Cuenca:,Provincia:,Municipio Presa:,Rio:,Tipo de Presa:,Año de construccion (Final):,Superficie:,Localizacion:,Abastecimiento:,Riego:,Electricidad:,Industrial:,Pesca:,Navegación:,Baño:,Pic-nic:,Restaurantes:,Pluviometros,Longitud,Latitud
el-pajonal-i,0,0,0,0,0,Guadiana,Badajoz,CARMONITA,CORCHITO,Materiales sueltos homogenea,1983,2.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Cáceres', 'Aliseda', 'Mérida', 'Alcuescar', 'Puebla de Obando']",-6.3287413997326,39.124583620851
el-risco,0,0,0,0,0,Guadiana,Huelva,PUEBLA DE GUZMAN,VIGUERA. LA,Gravedad,1973,12.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['El Granado', 'Ayamonte', 'Cartaya', 'El Cerro de Andévalo', 'Alosno, Tharsis']",-7.2881617466079,37.581855263518
el-rosal---rio-ii,0,0,2,0,0,Guadiana,Badajoz,PERALEDA,ROSAL,Materiales sueltos homogenea,1989,54.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Peraleda del Zaucejo', 'Valsequillo', 'Castuera', 'Retamal de Llerena', 'Azuaga']",-5.610923767089844,38.442026793198224
el-sillo,0,0,0,0,0,Guadiana,Badajoz,HIGUERA LA REAL,SILLO,Gravedad,1987,14.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Zafra', 'Jerez de los Caballeros', 'Fregenal de la Sierra', 'Aroche', 'Alajar']",-6.7054422086238,38.098225567825
el-sueno,0,0,0,0,0,Guadiana,Ciudad Real,RETEURTA DE BULLAQUE,BULLAQUE,Materiales sueltos homogenea,1977,3.59 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['San Pablo de los Montes', 'Navahermosa', 'El Robledo', 'Alcornoquera', 'Puebla de Don Rodrigo']",-4.3311448621696,39.416112792906
fuenlabrada,0,0,1,0,0,Guadiana,Badajoz,FUENLABRADA DE LOS MONTES,GUADALEMAR,Gravedad,1996,19.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Puebla de Don Rodrigo', 'Puerto Rey', 'Herrera del Duque', 'Guadalupe', 'Almadén']",-4.914665222167969,39.087702513518906
fuente-correas,0,0,0,0,0,Guadiana,Ciudad Real,"POZUELSO DE CALATRAVA, LOS",ARROYO FUENTES CORREAS,,0,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Almagro', 'Ciudad Real', 'Viso del Marqués', 'Abenójar', 'Puertollano']",-3.892679214477539,38.81282730097786
guadalupe,0,0,0,0,0,Guadiana,Caceres,GUADALUPE,GUADALUPEJO,Gravedad,1997,4.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Navalvillar de Ibor', 'Puerto Rey', 'Herrera del Duque', 'Guadalupe', 'Cañamero']",-5.3090272857925,39.443152473431
huerto-de-los-monjes,0,0,0,0,0,Guadiana,Ciudad Real,RETUERTA DE BULLAQUE,BULLAQUE,Materiales sueltos homogenea,1977,1.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['San Pablo de los Montes', 'Navahermosa', 'El Robledo', 'Alcornoquera', 'Puebla de Don Rodrigo']",-4.3364699298373,39.415150705668
jaime-ozores,0,0,2,0,0,Guadiana,Badajoz,"LAPA, LA Y FERIA",GUADAJIRA,Gravedad,1962,21.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Villafranca de los Barros', 'Zafra', 'Almendralejo', 'Fuente de Cantos', 'Jerez de los Caballeros']",-6.5584940496978,38.469020107004
jarilla-nogales,0,0,14,0,0,Guadiana,Badajoz,NOGALES,RIBERA DE NOGALES,Gravedad,1992,152.50 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Zafra', 'Badajoz Aeropuerto', 'Badajoz', 'Barcarrota', 'Jerez de los Caballeros']",-6.7353057861328125,38.564945178876535
la-acasa,0,0,1,0,0,Guadiana,Huelva,VILLABLANCA,ARROYO DE LA GITANA,Materiales sueltos homogenea,0,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['El Granado', 'Ayamonte', 'Cartaya', 'Alosno, Tharsis', 'Huelva, Ronda Este']",-7.34860897064209,37.29010150114666
la-aguzadera,0,0,60,0,0,Guadiana,Huelva,"CAMPILLO, EL",AGUZADERA (BARRANCO AGUZADERA),Materiales sueltos núcleo arcilla,1999,186.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Alajar', 'Valverde del Camino', 'El Campillo', 'Villarrasa', 'Cala']",-6.6058286290643,37.724980120324
la-garza,0,0,4,0,0,Guadiana,Badajoz,OLIVA DE MERIDA,SAN JUAN,Materiales sueltos homogenea,1990,74.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Don Benito', 'Retamal de Llerena', 'Villafranca de los Barros', 'Mérida', 'Almendralejo']",-6.0436219420133,38.728059810395
la-jarilla,0,0,2,0,0,Guadiana,Ciudad Real,TORRE DE JUAN ABAD,ARROYO DEL BUEY,Materiales sueltos homogenea,1977,42.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Tomelloso', 'Villanueva de los Infantes', 'Valdepeñas', 'Viso del Marqués', 'Santa Elena']",-3.1956060833676,38.73871215768
la-ropera-i,0,0,0,0,0,Guadiana,Caceres,LOGROSAN,ARROYO DE LAS ALBARIZAS,Materiales sueltos homogenea,1991,5.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Herrera del Duque', 'Guadalupe', 'Cañamero', 'Navalvillar de Pela', 'Zorita']",-5.380107818303,39.243965095729
la-tinajilla,0,0,1,0,0,Guadiana,Huelva,SANTA BARBARA DE CASA,COHECHADO,Materiales sueltos homogenea,1990,22.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Aroche', 'El Granado', 'El Cerro de Andévalo', 'Alosno, Tharsis', 'Huelva, Ronda Este']",-7.2044264869846,37.720301565182
la-zorra-1,0,0,0,0,0,Guadiana,Huelva,GIBRALEON,ALPENDORA,Materiales sueltos núcleo arcilla,2013,4.10 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Cartaya', 'Valverde del Camino', 'Alosno, Tharsis', 'Huelva, Ronda Este', 'Moguer, El Arenosillo']",-6.972091197967529,37.39738600026811
lagunazo,0,0,0,0,0,Guadiana,Huelva,ALOSNO,COBICA,Gravedad,1880,18.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Aroche', 'El Granado', 'El Cerro de Andévalo', 'Alosno, Tharsis', 'Huelva, Ronda Este']",-7.1586331692451,37.622263066226
las-culebras,0,0,0,0,0,Guadiana,Badajoz,VALENCIA DEL VENTOSO,ARDILA,Gravedad,1983,2.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Zafra', 'Monesterio', 'Fuente de Cantos', 'Jerez de los Caballeros', 'Fregenal de la Sierra']",-6.4990997314453125,38.25307736431337
las-mellizas,0,0,1,0,0,Guadiana,Huelva,VILLABLANCA,ARROYO GRANDE,Materiales sueltos homogenea,0,15.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['El Granado', 'Ayamonte', 'Cartaya', 'El Cerro de Andévalo', 'Alosno, Tharsis']",-7.367362976074219,37.33577030970146
las-povedas,0,0,1,0,0,Guadiana,Ciudad Real,ALCOBA,POVEDAS,Materiales sueltos homogenea,1991,36.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['San Pablo de los Montes', 'El Robledo', 'Alcornoquera', 'Abenójar', 'Puebla de Don Rodrigo']",-4.4023790823556,39.254892381535
los-batanes,0,0,0,0,0,Guadiana,Huelva,GALAROZA Y JABUGO,MURTIGAS,Gravedad,1965,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Fregenal de la Sierra', 'Aroche', 'Alajar', 'El Cerro de Andévalo', 'El Campillo']",-6.718161106109619,37.9263513650657
los-pastillos,0,0,0,0,0,Guadiana,Badajoz,PUEBLA DE ALCOCER,ARROYO HOYA HONDA,Materiales sueltos homogenea,1980,5.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Puerto Rey', 'Herrera del Duque', 'Guadalupe', 'Cañamero', 'Navalvillar de Pela']",-5.2642452838157,39.207985664424
los-pastizales,0,0,0,0,0,Guadiana,Badajoz,HELECHOSA DE LOS MONTES,VALDELARQUILLO (VALDESEQUILLOS),Materiales sueltos homogenea,1964,12.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['San Pablo de los Montes', 'Navahermosa', 'Alcornoquera', 'Puebla de Don Rodrigo', 'Puerto Rey']",-4.717597961425781,39.407881492714516
los-santos,0,0,1,0,0,Guadiana,Huelva,"ALMENDRO, EL",REDONDILLO,Materiales sueltos homogenea,1982,24.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Aroche', 'El Granado', 'Ayamonte', 'Cartaya', 'Alosno, Tharsis']",-7.3726611001974,37.575840667824
maridiaz,0,0,1,0,0,Guadiana,Badajoz,MEDELLIN,GUADIANA,Gravedad,1985,41.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Don Benito', 'Retamal de Llerena', 'Mérida', 'Alcuescar', 'Almendralejo']",-5.991969108581543,38.94792837221257
minas-herrerias-3,0,0,0,0,0,Guadiana,Huelva,PUEBLA DE GUZMAN,CHORITO,Gravedad,1900,5.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Aroche', 'El Granado', 'Cartaya', 'El Cerro de Andévalo', 'Alosno, Tharsis']",-7.285652160644531,37.62415725720204
moheda-alta,0,0,2,0,0,Guadiana,Badajoz,NAVALVILLAR DE PELA,CUBILAR,Materiales sueltos homogenea,1985,24.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Trujillo', 'Guadalupe', 'Cañamero', 'Navalvillar de Pela', 'Zorita']",-5.4876633971051,39.172794969039
navalespino---rio-i,0,0,2,0,0,Guadiana,Cordoba,FUENTE OBEJUNA,NAVALESPINO,Materiales sueltos homogenea,1989,44.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Peraleda del Zaucejo', 'Valsequillo', 'Castuera', 'Retamal de Llerena', 'Azuaga']",-5.559253692626953,38.43315243882769
puente-navarro,0,0,2,0,0,Guadiana,Ciudad Real,DAIMIEL,GUADIANA,Gravedad,1987,180.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Madridejos', 'Almagro', 'Ciudad Real', 'Valdepeñas', 'Puertollano']",-3.7576453740971,39.114895438376
quejigo-gordo,0,0,1,0,0,Guadiana,Ciudad Real,ALMADEN,GARGANTIEL,Materiales sueltos homogenea,1983,14.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['El Robledo', 'Abenójar', 'Puebla de Don Rodrigo', 'Herrera del Duque', 'Almadén']",-4.6465453968592,38.871002524014
quintos-de-valeria,0,0,1,0,0,Guadiana,Ciudad Real,BALLESTEROS DE CALATRAVA,VALERIA,Materiales sueltos homogenea,1989,9.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Almagro', 'Ciudad Real', 'Abenójar', 'Puertollano', 'Fuencaliente']",-3.9789555993907,38.781906642677
raso-canuelo,0,0,0,0,0,Guadiana,Cordoba,BELALCAZAR,ALAMILLOS(MEDIOS ALAMILLOS),Materiales sueltos homogenea,1980,6.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Peraleda del Zaucejo', 'Valsequillo', 'Hinojosa del Duque', 'Castuera', 'Castuera']",-5.2570422104057,38.570034921849
retama,0,0,3,0,0,Guadiana,Ciudad Real,PUEBLA DE DON RODRIGO,FRIO,Gravedad,1981,38.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['El Robledo', 'Alcornoquera', 'Abenójar', 'Puebla de Don Rodrigo', 'Almadén']",-4.4639355008446,39.037882083778
rincon-de-ballesteros,0,0,0,0,0,Guadiana,Caceres,CACERES,ESPARRALEJO(ARROYO ESPARRAGALEJO),Materiales sueltos homogenea,1980,10.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Cáceres', 'Aliseda', 'Mérida', 'Alcuescar', 'Puebla de Obando']",-6.441764831542969,39.16227768020765
saucedilla,0,0,0,0,0,Guadiana,Ciudad Real,FUENCALIENTE,SAUCEDILLA,Gravedad,1976,4.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Puertollano', 'Fuencaliente', 'Cardeña', 'Montoro', 'Villanueva de Córdoba']",-4.433841705322266,38.40611927646857
tejoneras-altas,0,0,1,0,0,Guadiana,Caceres,ALIA,TEJONERAS,Materiales sueltos homogenea,1965,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Navalvillar de Ibor', 'Puerto Rey', 'Herrera del Duque', 'Guadalupe', 'Cañamero']",-5.161857604980469,39.37604218311239
tejoneras-bajas,0,0,1,0,0,Guadiana,Caceres,ALIA,TEJONERAS,Materiales sueltos homogenea,0,3.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Navalvillar de Ibor', 'Puerto Rey', 'Herrera del Duque', 'Guadalupe', 'Cañamero']",-5.17181396484375,39.3714640880158
valdecaballeros,0,0,71,0,0,Guadiana,Badajoz,VALDECABALLEROS,GUADALUPEJO,Gravedad,1984,"1,020.00 ha",Ver Mapa,False,False,False,False,False,False,False,False,False,"['Puerto Rey', 'Herrera del Duque', 'Guadalupe', 'Cañamero', 'Navalvillar de Pela']",-5.152019,39.216944
valdelrey,0,0,1,0,0,Guadiana,Caceres,ALCUESCAR,VALDERREY,Presa móvil,1870,12.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Trujillo', 'Cáceres', 'Don Benito', 'Mérida', 'Alcuescar']",-6.211738586425781,39.1255326438119
valle-de-matamoros,0,0,0,0,0,Guadiana,Badajoz,JEREZ DE LOS CABALLEROS,RUBIALES,Gravedad,1995,5.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Zafra', 'Olivenza', 'Barcarrota', 'Jerez de los Caballeros', 'Fregenal de la Sierra']",-6.7672370218595,38.389748110813
zafra,0,0,2,0,0,Guadiana,Badajoz,ZAFRA,ALCONERA,Gravedad,1975,37.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Villafranca de los Barros', 'Zafra', 'Almendralejo', 'Fuente de Cantos', 'Fregenal de la Sierra']",-6.459617614746094,38.43100091590923
zalamea,0,0,0,0,0,Guadiana,Badajoz,ZALAMEA DE LA SERENA,ORTIGAS,Gravedad,1816,5.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Peraleda del Zaucejo', 'Castuera', 'Castuera', 'Don Benito', 'Retamal de Llerena']",-5.7004423762538,38.650917636605
alarcon,771,22,1.118,668,597,Júcar,Cuenca,ALARCON,JUCAR,Gravedad,1955,"6,840.00 ha",Ver Mapa,False,False,False,False,False,False,False,False,False,"['Abia de Obispalia', 'Villares del Saz', 'Alberca de Zancara', 'San Clemente', 'Motilla del Palancar']",-2.217736,39.657208
algar,0,0,6,0,0,Júcar,Valencia,ALGAR DE PALANCIA,PALANCIA,Gravedad y materiales sueltos P asfáltica,2000,69.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Lliria', 'València, Viveros', 'Segorbe', 'Sagunto', 'Castellón - Almassora']",-0.37520748069178,39.790219858153
amadorio,3,0,16,7,7,Júcar,Alicante,VILLAJOYOSA,AMADORIO,Gravedad,1957,103.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Alicante-Elche Aeropuerto', 'Alicante/Alacant', 'Benidorm', 'Pego', 'Alcoy']",-0.262685,38.541075
arenos,45,0,137,68,70,Júcar,Castellon,MONTANEJOS y PUEBLA DE ARENOSO,MIJARES,Materiales sueltos núcleo arcilla,1980,390.32 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Segorbe', 'Cedrillas', 'Montanejos', 'Mosqueruela', 'Villafranca del Cid']",-0.564584,40.096195
arquillo-de-san-blas,19,0,21,18,16,Júcar,Teruel,TERUEL,GUADALAVIAR,Gravedad,1962,143.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Salvacañete', 'Albarracin', 'Teruel', 'Jabaloyas', 'Santa Eulalia del Campo']",-1.229761,40.369852
bellus,17,0,69,22,14,Júcar,Valencia,BELLUS,ALBAIDA,Gravedad,1995,702.93 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Alcoy', 'Barx', 'Ontinyent', 'Xàtiva', 'Carcaixent']",-0.476253,38.934243
benageber,137,2,221,215,145,Júcar,Valencia,BENAGEBER,TURIA,Gravedad,1954,722.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Mira', 'Utiel', 'Buñol', 'Ademuz', 'Chelva']",-1.112441,39.738379
beniarres,6,-1,27,17,16,Júcar,Alicante,BENIARRES,SERPIS,Gravedad,1958,268.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Miramar', 'Alcoy', 'Barx', 'Ontinyent', 'Xàtiva']",-0.372001,38.80399
buseo,1,0,8,2,3,Júcar,Valencia,CHERA,REATILLO O LOBO,Arco Gravedad,1912,60.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Utiel', 'Buñol', 'Turís', 'Chelva', 'Lliria']",-0.947045,39.587525
contreras,260,13,361,336,246,Júcar,Valencia,VILLARGORDO DEL CABRIEL,CABRIEL,Gravedad,1974,"3,331.00 ha",Ver Mapa,False,False,False,False,False,False,False,False,False,"['Motilla del Palancar', 'Alcalá del Júcar', 'Jalance', 'Mira', 'Utiel']",-1.525147,39.603274
cortes-ii,98,3,118,109,106,Júcar,Valencia,CORTES DE PALLAS,JUCAR,Arco Gravedad,1988,570.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Jalance', 'Zarra', 'Bicorp', 'Utiel', 'Buñol']",-0.961272,39.250243
el-naranjero,22,-4,29,20,21,Júcar,Valencia,CORTES DE PALLAS,JUCAR,Arco Gravedad,1989,125.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Jalance', 'Zarra', 'Bicorp', 'Buñol', 'Turís']",-0.97641,39.242092
el-regajo,2,0,6,4,4,Júcar,Castellon,JERICA,PALANCIA,Gravedad,1959,82.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Lliria', 'Segorbe', 'Sagunto', 'Montanejos', 'Atzeneta del Maestrat']",-0.526764,39.89353
escalona,5,0,99,5,5,Júcar,Valencia,NAVARRES,ESCALONA,Arco Gravedad,1995,461.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Bicorp', 'Ontinyent', 'Xàtiva', 'Carcaixent', 'Turís']",-0.743294,39.124484
forata,10,0,37,15,13,Júcar,Valencia,YATOVA,MAGRO,Gravedad,1969,231.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Jalance', 'Zarra', 'Bicorp', 'Buñol', 'Turís']",-0.880505,39.342114
guadalest,5,0,13,9,7,Júcar,Alicante,GUADALEST,GUADALEST,Gravedad,1969,67.51 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Benidorm', 'Pego', 'Oliva', 'Miramar', 'Alcoy']",-0.200554,38.684346
la-muela,17,1,20,10,11,Júcar,Valencia,CORTES DE PALLAS,JUCAR,Materiales sueltos P asfáltica,1988,115.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Jalance', 'Zarra', 'Bicorp', 'Buñol', 'Turís']",-0.929804,39.233716
la-toba,9,-1,10,6,6,Júcar,Cuenca,"VILLALBA DE LA SIERRA, UÑA",JUCAR,Gravedad,1925,158.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Beteta', 'Cañizares', 'Abia de Obispalia', 'Cuenca', 'Salvacañete']",-1.912179,40.208131
loriguilla,23,0,73,26,23,Júcar,Valencia,LORIGUILLA,TURIA,Gravedad,1965,364.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Utiel', 'Buñol', 'Turís', 'Chelva', 'Lliria']",-0.925974,39.681578
maria-cristina,1,0,18,4,8,Júcar,Castellon,ALCORA Y CASTELLÓN,RAMBLA DE LA VIUDA,Gravedad,1920,247.16 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Segorbe', 'Sagunto', 'Atzeneta del Maestrat', 'Castellón - Almassora', 'Torreblanca']",-0.161029,40.042023
sichar,9,1,49,25,34,Júcar,Castellon,ONDA,MIJARES,Gravedad,1960,317.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Segorbe', 'Sagunto', 'Montanejos', 'Atzeneta del Maestrat', 'Castellón - Almassora']",-0.242,40.014592
tous---la-ribera,127,-1,379,149,163,Júcar,Valencia,TOUS,JUCAR,Materiales sueltos núcleo arcilla,1996,"1,062.00 ha",Ver Mapa,False,False,False,False,False,False,False,False,False,"['Bicorp', 'Xàtiva', 'Carcaixent', 'Polinyà de Xúquer', 'Turís']",-0.657688,39.145006
ulldecona,0,-1,11,9,7,Júcar,Castellon,"POBLA DE BENIFASSA, LA",CENIA,Gravedad,1967,817.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['La Pobla de Benifassà', 'Vinaròs', 'Valderrobres', 'Horta de Sant Joan', 'Tortosa']",0.232687,40.672046
alcora,0,0,1,0,0,Júcar,Castellon,ALCORA,LUCENA,Gravedad,1958,26.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Segorbe', 'Montanejos', 'Mosqueruela', 'Atzeneta del Maestrat', 'Castellón - Almassora']",-0.21964240166287,40.099983068889
almansa,0,0,2,0,0,Júcar,Albacete,ALMANSA,BELEN GRANDE (RAMBLA DEL PANTANO),Gravedad,1384,40.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Yecla', 'Villena', 'Alcalá del Júcar', 'Almansa', 'Zarra']",-1.1608181286663,38.872181635612
balagueras,0,0,0,0,0,Júcar,Teruel,RUBIELOS DE MORA,PALOMAREJAS,Gravedad,1957,2.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Teruel', 'Cedrillas', 'Montanejos', 'Mosqueruela', 'Villafranca del Cid']",-0.67674094954185,40.214466244491
beties-i,0,0,0,0,0,Júcar,Alicante,NOVELDA,SIN RIO,Materiales sueltos P Lámina,1995,3.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Pinoso', 'Villena', 'Novelda', 'Elche/Elx', 'Alicante-Elche Aeropuerto']",-0.8085250854492187,38.420511323653024
cirat,0,0,0,0,0,Júcar,Castellon,MONTANEJOS,MIJARES,Gravedad,1962,2.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Segorbe', 'Sagunto', 'Montanejos', 'Mosqueruela', 'Atzeneta del Maestrat']",-0.44419432143865,40.055074079379
el-batanejo,0,0,0,0,0,Júcar,Cuenca,ENGUIDANOS,GUADAZON,Gravedad,1921,2.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Motilla del Palancar', 'Salvacañete', 'Mira', 'Utiel', 'Ademuz']",-1.6579305607554,39.718272937582
el-bujioso,0,0,0,0,0,Júcar,Cuenca,VILLORA,CABRIEL,Gravedad,1912,11.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Motilla del Palancar', 'Salvacañete', 'Mira', 'Utiel', 'Ademuz']",-1.6344192247987,39.745027976603
el-federal,0,0,1,0,0,Júcar,Alicante,ASPE,SIN RIO,Materiales sueltos P asfáltica,1992,8.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Pinoso', 'Abanilla', 'Novelda', 'Elche/Elx', 'Alicante-Elche Aeropuerto']",-0.81518346538704,38.308698390879
el-molinar,0,0,4,0,0,Júcar,Albacete,VILLA DE VES,JUCAR,Materiales sueltos homogenea,1951,69.30 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Alcalá del Júcar', 'Jalance', 'Almansa', 'Zarra', 'Utiel']",-1.2487290218014,39.210522902682
el-picazo---henchideros,0,0,0,0,0,Júcar,Cuenca,ALARCON,JUCAR,Gravedad,1953,1.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Villares del Saz', 'Alberca de Zancara', 'San Clemente', 'Motilla del Palancar', 'Albacete']",-2.0848703384399414,39.47191405258648
elche,0,0,0,0,0,Júcar,Alicante,ELCHE/ELX,VINALOPO,Bóveda,1640,7.10 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Rojales', 'Novelda', 'Elche/Elx', 'Alicante-Elche Aeropuerto', 'Alicante/Alacant']",-0.7209884526782,38.312987514191
elda,0,0,0,0,0,Júcar,Alicante,ELDA,VINALOPO,Gravedad,1899,4.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Pinoso', 'Villena', 'Novelda', 'Elche/Elx', 'Alicante-Elche Aeropuerto']",-0.79930397390722,38.502537897833
flora,0,0,0,0,0,Júcar,Alicante,MUCHAMIEL,SIN RÍO,Materiales sueltos P asfáltica,0,0.01 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Novelda', 'Elche/Elx', 'Alicante-Elche Aeropuerto', 'Alicante/Alacant', 'Benidorm']",-0.44185638427734375,38.43913602483494
francisco-mira-canovas,0,0,1,0,0,Júcar,Alicante,HONDON DE LAS NIEVES,SIN RIO,Materiales sueltos P Lámina,1993,7.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Pinoso', 'Abanilla', 'Rojales', 'Novelda', 'Elche/Elx']",-0.88761102164132,38.285740989075
isbert,0,0,0,0,0,Júcar,Alicante,ORBA,GIRONA,Arco Gravedad,1945,8.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Benidorm', 'Pego', 'Oliva', 'Miramar', 'Barx']",-0.1038568140226,38.788579155749
los-toranes,0,0,1,0,0,Júcar,Teruel,ALBENTOSA,MIJARES,Gravedad,1954,8.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Teruel', 'Segorbe', 'Cedrillas', 'Montanejos', 'Mosqueruela']",-0.72788951009478,40.143055161188
mora-de-rubielos,0,0,1,0,0,Júcar,Teruel,MORA DE RUBIELOS,AYO. LAS TOSQUILLA,Materiales sueltos P hormigón,2010,2.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Teruel', 'Cedrillas', 'Montanejos', 'Mosqueruela', 'Villafranca del Cid']",-0.7426929473876953,40.281719219304684
onda,0,0,1,0,0,Júcar,Castellon,ALCUDIA DE VEO,SECO / VEO,Gravedad,1954,19.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Segorbe', 'Sagunto', 'Montanejos', 'Atzeneta del Maestrat', 'Castellón - Almassora']",-0.33397202962087,39.935483267829
paraje-de-galeno,0,0,0,0,0,Júcar,Alicante,VILLENA,,Materiales sueltos homogenea,0,2.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Pinoso', 'Fontanars dels Alforins', 'Villena', 'Novelda', 'Ontinyent']",-0.8534145355224609,38.59258966935338
relleu,0,0,1,0,0,Júcar,Alicante,RELLEU,AMADORIO,Bóveda,1776,10.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Alicante-Elche Aeropuerto', 'Alicante/Alacant', 'Benidorm', 'Pego', 'Alcoy']",-0.28895383275773,38.566431405861
ribesalbes,0,0,0,0,0,Júcar,Castellon,"VALLAT, FAUZARA",MIJARES,Gravedad,1948,5.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Segorbe', 'Sagunto', 'Montanejos', 'Atzeneta del Maestrat', 'Castellón - Almassora']",0,0
